 0.43972  1.39763  0.26327  1.16414 -0.73524  0.63394 -0.75337 -0.46703 -1.90871 -2.34703 -0.31892 -2.20661 -2.84938 -0.38098 2.15431 -0.48977
 0.93637 -0.10252 -0.05083  2.56055 -0.13463 -0.11999 -1.10337 -0.97236 -2.96551 -2.84524  0.85701 -0.65962 -1.79905  0.59938 4.39369 -0.91664
-1.94619 -0.79055 -0.51143 -0.19509 -0.44201  0.33089 -1.09845  1.00133 -2.95531 -2.33153  1.76919  0.29450 -3.29588 -3.14552 3.10984 -1.95280
-1.98759 -1.56519 -0.90814 -0.72129 -0.39893  1.19523 -1.21135  1.05338 -2.24960 -3.54786  0.94815 -2.41313 -3.47759 -3.98387 3.18874 -2.13023
-2.84320 -3.48794 -0.87510 -0.90809  0.04460  3.96527  1.42375  2.08795 -2.47788 -2.72589  2.54094 -1.22751 -0.68440 -1.76667 3.43754 -1.88102
-0.51734 -1.69415 -0.56080  0.63117  1.14171  0.72552  1.70849  1.11844  0.43438 -0.84982  0.96600 -0.04181 -1.67889 -0.25799 1.64911 -1.33086
-0.44709 -1.90426 -0.83717 -1.97225 -1.78550  1.26779  1.14818  3.36759  1.39523  0.22801  1.10238 -0.59744 -0.98192 -1.52277 2.65066 -0.91175
 1.04972 -0.32117 -1.23389 -2.19850 -0.69563 -0.31323  0.05305  2.73106  2.78226  2.29741  1.76662 -0.29190  1.39092  0.67615 2.70017  2.29446
-0.60305 -0.67094 -0.94631 -0.78999 -2.37777  0.63224  1.16547  1.01283  1.54947  2.25336  3.02954  1.93624  0.16195  0.54086 1.87443 -1.32652
-0.96740 -1.51345 -0.42106 -1.07874 -2.16714  0.36223  2.07142  0.87187  1.76719  1.23093  5.49956  2.30586  2.94697  1.69566 2.69463 -0.76825
-0.18864  0.18648 -1.39386 -1.40388 -1.06438 -0.87701  0.18990  0.09266  0.22828  2.31725  4.12667  2.16705  1.98449  0.40827 2.73854  1.27325
-2.10771 -2.42874 -1.06282 -2.53458 -1.95091  1.10112 -0.38773  2.11692  0.55325  0.77864  4.66894  2.17427  3.81160  1.27251 4.28472  1.14015
-1.15931 -2.30590 -1.09580 -1.60327 -2.93266 -0.24353 -0.58195  1.41729 -1.40916 -0.04792  4.60288  3.39058  1.24071  2.42585 4.32036  1.64867
-0.63184 -1.58712 -1.81230 -3.50525 -3.78895 -0.17587 -1.07571  2.15375 -0.26264 -1.30906  3.55119 -0.56487  1.10574  0.83357 6.53288  3.15092
-0.86785  0.36900 -1.60046 -1.84966 -0.77961 -0.88679  0.36014  1.87912  0.74010  0.34268  0.56549 -0.48701  1.58860  1.62978 5.74084  5.64000
-0.01242 -2.01290  0.07677 -1.23936 -1.32099  0.11179  0.71383  1.51220 -0.42195 -0.68409  1.71581  0.26591  1.95192  3.28219 6.21549  2.27163
