   0.06305,   0.16431,   0.05285,   0.13010,   0.01947,   0.07656,   0.01912,   0.02546,   0.00602,   0.00389,   0.02952,   0.00447,   0.00235,   0.02775,   0.35019,   0.02489
   0.02403,   0.00850,   0.00896,   0.12196,   0.00824,   0.00836,   0.00313,   0.00356,   0.00049,   0.00055,   0.02220,   0.00487,   0.00156,   0.01716,   0.76267,   0.00377
   0.00385,   0.01222,   0.01616,   0.02217,   0.01732,   0.03752,   0.00898,   0.07335,   0.00140,   0.00262,   0.15809,   0.03618,   0.00100,   0.00116,   0.60414,   0.00382
   0.00385,   0.00587,   0.01133,   0.01365,   0.01885,   0.09280,   0.00836,   0.08053,   0.00296,   0.00081,   0.07248,   0.00251,   0.00087,   0.00052,   0.68127,   0.00334
   0.00052,   0.00027,   0.00372,   0.00360,   0.00934,   0.47092,   0.03708,   0.07205,   0.00075,   0.00058,   0.11334,   0.00262,   0.00450,   0.00153,   0.27782,   0.00136
   0.02056,   0.00634,   0.01969,   0.06484,   0.10803,   0.07125,   0.19041,   0.10555,   0.05325,   0.01474,   0.09062,   0.03308,   0.00644,   0.02665,   0.17944,   0.00911
   0.01044,   0.00243,   0.00707,   0.00227,   0.00274,   0.05800,   0.05147,   0.47358,   0.06589,   0.02051,   0.04916,   0.00898,   0.00612,   0.00356,   0.23123,   0.00656
   0.03357,   0.00852,   0.00342,   0.00130,   0.00586,   0.00859,   0.01239,   0.18035,   0.18983,   0.11689,   0.06875,   0.00878,   0.04722,   0.02310,   0.17487,   0.11655
   0.00892,   0.00833,   0.00633,   0.00740,   0.00151,   0.03067,   0.05227,   0.04487,   0.07674,   0.15514,   0.33715,   0.11298,   0.01916,   0.02799,   0.10621,   0.00433
   0.00120,   0.00069,   0.00207,   0.00107,   0.00036,   0.00453,   0.02502,   0.00754,   0.01846,   0.01080,   0.77123,   0.03164,   0.06006,   0.01719,   0.04667,   0.00146
   0.00717,   0.01043,   0.00215,   0.00213,   0.00299,   0.00360,   0.01047,   0.00950,   0.01088,   0.08785,   0.53646,   0.07559,   0.06298,   0.01302,   0.13387,   0.03093
   0.00047,   0.00034,   0.00135,   0.00031,   0.00055,   0.01172,   0.00264,   0.03237,   0.00678,   0.00849,   0.41543,   0.03428,   0.17626,   0.01391,   0.28290,   0.01219
   0.00135,   0.00043,   0.00144,   0.00087,   0.00023,   0.00337,   0.00241,   0.01776,   0.00105,   0.00410,   0.42948,   0.12777,   0.01489,   0.04869,   0.32378,   0.02238
   0.00070,   0.00027,   0.00021,   0.00004,   0.00003,   0.00110,   0.00045,   0.01129,   0.00101,   0.00035,   0.04567,   0.00074,   0.00396,   0.00302,   0.90057,   0.03060
   0.00068,   0.00233,   0.00033,   0.00025,   0.00074,   0.00066,   0.00231,   0.01057,   0.00338,   0.00227,   0.00284,   0.00099,   0.00790,   0.00823,   0.50235,   0.45416
   0.00176,   0.00024,   0.00192,   0.00051,   0.00047,   0.00199,   0.00363,   0.00807,   0.00117,   0.00090,   0.00989,   0.00232,   0.01252,   0.04737,   0.89000,   0.01724
